Date_Time,wsp_wimea,wdir_wimea,wsp_unma,wdir_unma
17-01-19 11:15,75.63898,264.411,8.03,127.5
17-01-19 11:45,111.04446,156.426,7.58,155.8
17-01-19 16:15,223.69826,233.992,10.67,184.7
17-01-19 17:15,191.51146,270.494,10.36,183.1
18-01-19 08:15,0,319.623,2.88,159.5
18-01-19 09:00,117.48182,61.5094,7.28,329.6
18-01-19 09:15,67.59228,-0.377358,7.31,302.1
18-01-19 09:45,4.82802,-0.377358,3.32,171.2
18-01-19 10:00,96.5604,13.2075,5.34,230.9
18-01-19 10:15,45.06152,352.727,4.13,239.9
18-01-19 10:30,4.82802,103.194,5.17,351.9
18-01-19 10:45,20.92142,31.5152,4.25,183.7
18-01-19 11:00,149.66862,24.1065,7.3,280.2
18-01-19 11:15,106.21644,16.5019,8.03,305
18-01-19 11:30,112.6538,335.725,8.48,336.7
18-01-19 11:45,168.9807,28.6692,7.65,250.4
18-01-19 18:45,154.49664,281.887,8.55,201.8
19-01-19 09:15,109.43512,235.094,5.83,195.4
19-01-19 09:30,8.0467,218.491,8.45,172
19-01-19 10:15,122.30984,253.764,8.26,164.8
19-01-19 10:45,212.43288,250.722,8.69,105.3
19-01-19 11:00,241.401,210.534,7.02,155.7
19-01-19 11:15,177.0274,157.947,6.83,169.5
19-01-19 11:30,172.19938,253.764,6.98,154.9
19-01-19 11:45,80.467,253.764,8.97,231.1
19-01-19 16:45,170.59004,241.132,7.5,215.2
20-01-19 09:15,51.49888,201.212,5.7,156.2
20-01-19 09:30,88.5137,179.24,5.69,134.2
20-01-19 09:45,78.85766,235.513,5.97,144.6
20-01-19 10:00,197.94882,197.49,8.03,149
20-01-19 10:15,85.29502,223.346,7.51,154.9
20-01-19 10:30,122.30984,224.867,8.33,110.7
20-01-19 10:45,164.15268,187.634,8.17,201.3
20-01-19 11:00,196.33948,284.183,8.51,191
20-01-19 11:15,141.62192,245.649,9.36,169.7
20-01-19 11:30,201.1675,274.656,9.46,209.7
20-01-19 11:45,109.43512,246.16,8.89,156
20-01-19 13:30,238.18232,236.061,12.8,177.9
21-01-19 10:15,77.24832,268.302,7.41,228.9
21-01-19 11:00,241.401,296.667,10.29,168.6
21-01-19 11:15,244.61968,276.578,8.64,193
21-01-19 11:30,209.2142,302.727,10.06,193.2
21-01-19 11:45,180.24608,263.333,9.58,180.8
21-01-19 13:15,281.6345,305.475,10.58,192.3
21-01-19 13:30,210.82354,281.141,11.52,173.3
21-01-19 13:45,225.3076,278.099,11.94,177.2
21-01-19 14:00,205.99552,293.308,12.35,206.6
21-01-19 14:15,291.29054,253.764,14.44,178.4
21-01-19 14:30,247.83836,246.16,15.26,182.2
21-01-19 14:45,378.1949,254.242,17.24,161.5
21-01-19 15:00,281.6345,269.811,19.29,190.9
21-01-19 15:15,223.69826,270.909,15.39,182.3
21-01-19 15:30,207.60486,255.758,15.2,171.4
21-01-19 15:45,202.77684,250.189,12.23,154.9
21-01-19 16:00,357.27348,287.576,13.62,192.4
21-01-19 16:15,133.57522,237.576,10.31,164.8
21-01-19 16:30,262.32242,260.303,12.24,193.2
21-01-19 16:45,188.29278,313.333,9,193.3
21-01-19 17:00,170.59004,203.396,9.57,197.4
21-01-19 17:15,98.16974,176.226,5.53,104.8
21-01-19 17:30,167.37136,354.34,9.26,254.5
21-01-19 17:45,270.36912,37.1429,12.13,302.9
21-01-19 18:00,230.13562,1.05263,12.34,259.1
21-01-19 18:15,101.38842,337.736,6.22,190
22-01-19 08:45,122.30984,273.939,4.03,162.7
22-01-19 09:45,238.18232,273.536,9.72,166.8
22-01-19 10:00,127.13786,275.057,9.36,149.9
22-01-19 10:15,199.55816,284.183,9.81,178.8
22-01-19 10:45,122.30984,194.449,8.31,197.3
22-01-19 11:00,49.88954,244.122,7.01,186.6
22-01-19 11:15,168.9807,181.527,7.14,220.3
22-01-19 11:30,205.99552,251.756,8.35,195.2
22-01-19 11:45,9.65604,138.779,6.43,70.5
23-01-19 09:00,86.90436,269.394,7.6,156.5
23-01-19 10:00,204.38618,276.97,6.1,134.4
23-01-19 10:15,135.18456,254.242,8.66,185.5
23-01-19 10:30,54.71756,257.273,6.22,158.4
23-01-19 10:45,93.34172,230.951,7.81,121.9
23-01-19 11:00,67.59228,209.658,5.84,148.3
23-01-19 11:15,64.3736,223.346,6.1,211.3
23-01-19 11:30,54.71756,172.366,8.35,228.5
23-01-19 11:45,204.38618,256.336,6.91,168.5
23-01-19 18:00,131.96588,305.758,7.46,336.3
